,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,feature,cluster,group.1,significant
NSA2_CD8 T-Cell,1.68381874376171e-10,-0.358446362444826,0.514,0.675,6.16311336591661e-06,NSA2,CD8 T-Cell,Cl_1_3,FALSE
URM1_CD8 T-Cell,1.71182290185624e-10,-0.367039777685487,0.297,0.445,6.26561418537422e-06,URM1,CD8 T-Cell,Cl_1_3,FALSE
CISD3_CD8 T-Cell,1.7709399117631e-10,-0.37060609813336,0.224,0.353,6.4819942650353e-06,CISD3,CD8 T-Cell,Cl_1_3,FALSE
AKIRIN2_CD8 T-Cell,1.79555953322979e-10,0.738064088434644,0.433,0.369,6.57210700352767e-06,AKIRIN2,CD8 T-Cell,Cl_1_3,TRUE
PHF11_CD8 T-Cell,1.92947497912585e-10,-0.396190587438793,0.33,0.47,7.06226431859644e-06,PHF11,CD8 T-Cell,Cl_1_3,FALSE
PSMB2_CD8 T-Cell,1.93011419674988e-10,-0.408847798914181,0.395,0.534,7.06460398294391e-06,PSMB2,CD8 T-Cell,Cl_1_3,FALSE
LCP1_CD8 T-Cell,2.01636250125399e-10,0.263033894689928,0.92,0.899,7.38029002708985e-06,LCP1,CD8 T-Cell,Cl_1_3,FALSE
SYNGR2_CD8 T-Cell,2.33777827676742e-10,-0.393879965806646,0.42,0.569,8.55673604862412e-06,SYNGR2,CD8 T-Cell,Cl_1_3,FALSE
WDR54_CD8 T-Cell,2.64239625349352e-10,-0.444865224489035,0.183,0.297,9.67169876703698e-06,WDR54,CD8 T-Cell,Cl_1_3,FALSE
IQGAP2_CD8 T-Cell,2.91815363923257e-10,0.503202877184921,0.599,0.57,1.0681025950319e-05,IQGAP2,CD8 T-Cell,Cl_1_3,FALSE
DEK_CD8 T-Cell,2.96681867556288e-10,-0.355054704978939,0.43,0.59,1.08591497162953e-05,DEK,CD8 T-Cell,Cl_1_3,FALSE
PFDN5_CD8 T-Cell,2.98930223091423e-10,-0.190756918776373,0.946,0.983,1.09414440255923e-05,PFDN5,CD8 T-Cell,Cl_1_3,FALSE
LMAN1_CD8 T-Cell,2.99282257055649e-10,-0.405793384718344,0.246,0.375,1.09543291727509e-05,LMAN1,CD8 T-Cell,Cl_1_3,FALSE
LSM1_CD8 T-Cell,3.04415744177708e-10,-0.415603602914338,0.231,0.358,1.11422250683925e-05,LSM1,CD8 T-Cell,Cl_1_3,FALSE
SFMBT2_CD8 T-Cell,3.16077203154557e-10,-0.576054302903491,0.216,0.33,1.15690577898631e-05,SFMBT2,CD8 T-Cell,Cl_1_3,FALSE
CNPY2_CD8 T-Cell,3.17530481377071e-10,-0.299581998657819,0.277,0.421,1.16222506793635e-05,CNPY2,CD8 T-Cell,Cl_1_3,FALSE
POLR2E_CD8 T-Cell,3.23530141285766e-10,-0.344445214519165,0.313,0.461,1.18418502313416e-05,POLR2E,CD8 T-Cell,Cl_1_3,FALSE
COX20_CD8 T-Cell,3.27122149295308e-10,-0.454077136694921,0.188,0.3,1.19733249085069e-05,COX20,CD8 T-Cell,Cl_1_3,FALSE
RPL38_CD8 T-Cell,3.37101454882769e-10,-0.228365092952425,0.933,0.975,1.23385874516191e-05,RPL38,CD8 T-Cell,Cl_1_3,FALSE
KLF6_CD8 T-Cell,3.40919393722427e-10,0.768120566479337,0.475,0.416,1.24783316490283e-05,KLF6,CD8 T-Cell,Cl_1_3,TRUE
CCDC59_CD8 T-Cell,3.44537566511052e-10,-0.37976319349968,0.248,0.381,1.26107640094375e-05,CCDC59,CD8 T-Cell,Cl_1_3,FALSE
SNHG5_CD8 T-Cell,3.53080306781098e-10,-0.333283751562743,0.354,0.507,1.29234453888017e-05,SNHG5,CD8 T-Cell,Cl_1_3,FALSE
MYL6_CD8 T-Cell,3.7443851706383e-10,-0.195702848638431,0.973,0.984,1.37051986015703e-05,MYL6,CD8 T-Cell,Cl_1_3,FALSE
MCRIP1_CD8 T-Cell,4.24631810201863e-10,-0.308172240646187,0.196,0.316,1.55423735170086e-05,MCRIP1,CD8 T-Cell,Cl_1_3,FALSE
ABHD14A_CD8 T-Cell,4.26869138150695e-10,-0.460420191058363,0.182,0.295,1.56242641945917e-05,ABHD14A,CD8 T-Cell,Cl_1_3,FALSE
HMGN2_CD8 T-Cell,4.62424903826308e-10,-0.499827111388141,0.729,0.828,1.69256763298505e-05,HMGN2,CD8 T-Cell,Cl_1_3,FALSE
SDHC_CD8 T-Cell,4.62725861041988e-10,-0.39827721517848,0.326,0.465,1.69366919658588e-05,SDHC,CD8 T-Cell,Cl_1_3,FALSE
ISG15_CD8 T-Cell,4.79372133991187e-10,-0.476625157757304,0.342,0.478,1.75459788483454e-05,ISG15,CD8 T-Cell,Cl_1_3,FALSE
MRPL36_CD8 T-Cell,4.93525403718398e-10,-0.45812969479713,0.184,0.294,1.80640168269008e-05,MRPL36,CD8 T-Cell,Cl_1_3,FALSE
SUPT4H1_CD8 T-Cell,4.94928157324519e-10,-0.444075302646436,0.241,0.363,1.8115360414392e-05,SUPT4H1,CD8 T-Cell,Cl_1_3,FALSE
RPS5_CD8 T-Cell,5.10960629839786e-10,-0.139124240144712,0.986,0.995,1.87021809733959e-05,RPS5,CD8 T-Cell,Cl_1_3,FALSE
AIF1_CD8 T-Cell,5.15011510823464e-10,-0.440361777124622,0.303,0.43,1.88504513191604e-05,AIF1,CD8 T-Cell,Cl_1_3,FALSE
RPL4_CD8 T-Cell,5.15889239451166e-10,-0.184337307435492,0.944,0.978,1.88825779423916e-05,RPL4,CD8 T-Cell,Cl_1_3,FALSE
BAX_CD8 T-Cell,5.1812158475108e-10,-0.387695763008609,0.626,0.761,1.8964286245059e-05,BAX,CD8 T-Cell,Cl_1_3,FALSE
SF3B5_CD8 T-Cell,5.34839295344621e-10,-0.309500250060051,0.507,0.672,1.95761878882038e-05,SF3B5,CD8 T-Cell,Cl_1_3,FALSE
PPP1CC_CD8 T-Cell,5.50109329403898e-10,-0.323758396856159,0.448,0.621,2.01351016748415e-05,PPP1CC,CD8 T-Cell,Cl_1_3,FALSE
MRPS21_CD8 T-Cell,5.56374517757689e-10,-0.320642616763132,0.473,0.633,2.03644200989669e-05,MRPS21,CD8 T-Cell,Cl_1_3,FALSE
SCFD1_CD8 T-Cell,5.58799461564149e-10,-0.458170061515841,0.196,0.309,2.0453177892171e-05,SCFD1,CD8 T-Cell,Cl_1_3,FALSE
C6orf226_CD8 T-Cell,5.71251475900437e-10,-0.387343452521155,0.148,0.253,2.09089465209078e-05,C6orf226,CD8 T-Cell,Cl_1_3,FALSE
ARL6IP1_CD8 T-Cell,5.73221746631918e-10,-0.335394916334561,0.582,0.724,2.09810623702215e-05,ARL6IP1,CD8 T-Cell,Cl_1_3,FALSE
NHP2_CD8 T-Cell,6.07169604124029e-10,-0.413447927971269,0.286,0.423,2.22236218501477e-05,NHP2,CD8 T-Cell,Cl_1_3,FALSE
MRPL22_CD8 T-Cell,6.30324385968438e-10,-0.363744885558647,0.196,0.315,2.30711331752168e-05,MRPL22,CD8 T-Cell,Cl_1_3,FALSE
FKBP2_CD8 T-Cell,6.38518026223671e-10,-0.394821552971211,0.223,0.348,2.33710367958388e-05,FKBP2,CD8 T-Cell,Cl_1_3,FALSE
NCBP2AS2_CD8 T-Cell,7.23561214831703e-10,-0.350065102198496,0.301,0.451,2.648378758527e-05,NCBP2AS2,CD8 T-Cell,Cl_1_3,FALSE
ZGPAT_CD8 T-Cell,7.35001288773666e-10,-0.405845333293276,0.187,0.298,2.69025171716937e-05,ZGPAT,CD8 T-Cell,Cl_1_3,FALSE
NEPRO_CD8 T-Cell,7.54185821233281e-10,-0.460344026529616,0.149,0.25,2.76047094287806e-05,NEPRO,CD8 T-Cell,Cl_1_3,FALSE
RNF19A_CD8 T-Cell,7.68458259496931e-10,-0.386748172544895,0.29,0.425,2.81271092141067e-05,RNF19A,CD8 T-Cell,Cl_1_3,FALSE
UQCRFS1_CD8 T-Cell,7.9839409415616e-10,-0.310871438488349,0.545,0.694,2.92228206343038e-05,UQCRFS1,CD8 T-Cell,Cl_1_3,FALSE
NDUFA12_CD8 T-Cell,8.30312883811271e-10,-0.332224939174652,0.463,0.608,3.03911121732601e-05,NDUFA12,CD8 T-Cell,Cl_1_3,FALSE
TUFM_CD8 T-Cell,8.38889424949093e-10,-0.315145085894624,0.492,0.641,3.07050307319867e-05,TUFM,CD8 T-Cell,Cl_1_3,FALSE
DDX5_CD8 T-Cell,8.4130484766067e-10,0.204424833889955,0.964,0.989,3.07934400340759e-05,DDX5,CD8 T-Cell,Cl_1_3,FALSE
CLDND1_CD8 T-Cell,8.43031226386952e-10,-0.411353789727103,0.352,0.486,3.08566289482152e-05,CLDND1,CD8 T-Cell,Cl_1_3,FALSE
SIGIRR_CD8 T-Cell,8.60018170321873e-10,-0.348683204213066,0.427,0.58,3.14783850701212e-05,SIGIRR,CD8 T-Cell,Cl_1_3,FALSE
CLN3_CD8 T-Cell,8.90293146777306e-10,-0.589331431464085,0.16,0.258,3.2586509758343e-05,CLN3,CD8 T-Cell,Cl_1_3,TRUE
CFL1_CD8 T-Cell,9.01344890997581e-10,-0.237883202684822,0.988,0.993,3.29910257002935e-05,CFL1,CD8 T-Cell,Cl_1_3,FALSE
CDC14A_CD8 T-Cell,9.11723460959321e-10,0.776509816275803,0.428,0.359,3.33709021180331e-05,CDC14A,CD8 T-Cell,Cl_1_3,TRUE
GET3_CD8 T-Cell,9.8772392746758e-10,-0.338193161826774,0.336,0.484,3.61526711931684e-05,GET3,CD8 T-Cell,Cl_1_3,FALSE
CLSTN3_CD8 T-Cell,1.06649243175945e-09,0.997981456951579,0.297,0.216,3.90357559872596e-05,CLSTN3,CD8 T-Cell,Cl_1_3,TRUE
MRPL44_CD8 T-Cell,1.10771464684346e-09,-0.459365457075892,0.15,0.25,4.05445715037643e-05,MRPL44,CD8 T-Cell,Cl_1_3,FALSE
SCNM1_CD8 T-Cell,1.14565315931656e-09,-0.339527751093767,0.231,0.357,4.19331969373046e-05,SCNM1,CD8 T-Cell,Cl_1_3,FALSE
ZFP36L1_CD8 T-Cell,1.23756332508421e-09,-0.402036156579639,0.223,0.341,4.52972928247321e-05,ZFP36L1,CD8 T-Cell,Cl_1_3,FALSE
ARHGEF1_CD8 T-Cell,1.2511038431531e-09,-0.289338484186279,0.71,0.836,4.57929028670897e-05,ARHGEF1,CD8 T-Cell,Cl_1_3,FALSE
TMEM238_CD8 T-Cell,1.25348772812031e-09,-0.378069999267612,0.333,0.477,4.58801578246594e-05,TMEM238,CD8 T-Cell,Cl_1_3,FALSE
PHB2_CD8 T-Cell,1.26355778890547e-09,-0.293611300020096,0.47,0.622,4.62487421895182e-05,PHB2,CD8 T-Cell,Cl_1_3,FALSE
IMP4_CD8 T-Cell,1.27721316656928e-09,-0.506887342395011,0.159,0.258,4.67485563227689e-05,IMP4,CD8 T-Cell,Cl_1_3,FALSE
SNRPF_CD8 T-Cell,1.42414651050893e-09,-0.357802867984062,0.451,0.584,5.2126610577648e-05,SNRPF,CD8 T-Cell,Cl_1_3,FALSE
RPL18_CD8 T-Cell,1.46700846524491e-09,-0.115133255151812,0.995,0.999,5.3695443844894e-05,RPL18,CD8 T-Cell,Cl_1_3,FALSE
FAM177A1_CD8 T-Cell,1.55940070455201e-09,-0.405731659100384,0.224,0.346,5.70771845880126e-05,FAM177A1,CD8 T-Cell,Cl_1_3,FALSE
SEC11C_CD8 T-Cell,1.56556228271247e-09,0.452644846622381,0.598,0.557,5.73027106718419e-05,SEC11C,CD8 T-Cell,Cl_1_3,FALSE
EPB41L4A-AS1_CD8 T-Cell,1.63307426871216e-09,-0.411269404866366,0.173,0.28,5.97737843834023e-05,EPB41L4A-AS1,CD8 T-Cell,Cl_1_3,FALSE
NDUFB1_CD8 T-Cell,1.65378171888481e-09,-0.286799902032033,0.467,0.611,6.05317184746218e-05,NDUFB1,CD8 T-Cell,Cl_1_3,FALSE
ATP2B4_CD8 T-Cell,1.65423497118539e-09,0.578794973904645,0.498,0.443,6.05483084153276e-05,ATP2B4,CD8 T-Cell,Cl_1_3,FALSE
ADD1_CD8 T-Cell,1.66497496907119e-09,-0.338323500487385,0.323,0.458,6.09414138179436e-05,ADD1,CD8 T-Cell,Cl_1_3,FALSE
ALYREF_CD8 T-Cell,1.67404175419324e-09,-0.362814859703243,0.346,0.487,6.1273276286981e-05,ALYREF,CD8 T-Cell,Cl_1_3,FALSE
NFATC2_CD8 T-Cell,1.72471940382085e-09,0.622892673413015,0.46,0.395,6.31281796186506e-05,NFATC2,CD8 T-Cell,Cl_1_3,TRUE
GPATCH8_CD8 T-Cell,1.78187230690197e-09,0.565034363916681,0.535,0.48,6.52200901772258e-05,GPATCH8,CD8 T-Cell,Cl_1_3,FALSE
PHPT1_CD8 T-Cell,1.82221503426603e-09,-0.45839044198551,0.354,0.477,6.66967146842053e-05,PHPT1,CD8 T-Cell,Cl_1_3,FALSE
GTF3A_CD8 T-Cell,1.94252734358106e-09,-0.307049526545942,0.575,0.727,7.1100385829754e-05,GTF3A,CD8 T-Cell,Cl_1_3,FALSE
TMX1_CD8 T-Cell,1.95337436548368e-09,-0.442696806009717,0.21,0.325,7.14974085254336e-05,TMX1,CD8 T-Cell,Cl_1_3,FALSE
SF3A2_CD8 T-Cell,1.96307684364676e-09,-0.332099415436459,0.395,0.54,7.18525386311588e-05,SF3A2,CD8 T-Cell,Cl_1_3,FALSE
ARHGAP26_CD8 T-Cell,1.96675071131908e-09,-0.497057001381049,0.166,0.265,7.19870095357009e-05,ARHGAP26,CD8 T-Cell,Cl_1_3,FALSE
PYM1_CD8 T-Cell,1.9908220248727e-09,-0.433568129973959,0.171,0.274,7.28680677543904e-05,PYM1,CD8 T-Cell,Cl_1_3,FALSE
C4orf48_CD8 T-Cell,2.15973340337089e-09,-0.318379570877731,0.34,0.482,7.90505620301813e-05,C4orf48,CD8 T-Cell,Cl_1_3,FALSE
NDUFS2_CD8 T-Cell,2.22569866535098e-09,-0.398504946901025,0.264,0.383,8.14650225491767e-05,NDUFS2,CD8 T-Cell,Cl_1_3,FALSE
PARK7_CD8 T-Cell,2.23037520128275e-09,-0.209442002296049,0.833,0.902,8.16361931173513e-05,PARK7,CD8 T-Cell,Cl_1_3,FALSE
FUT8_CD8 T-Cell,2.32541395065536e-09,0.730301612226823,0.424,0.363,8.51148014218873e-05,FUT8,CD8 T-Cell,Cl_1_3,TRUE
TBC1D10C_CD8 T-Cell,2.37321879301396e-09,-0.320938136965989,0.649,0.782,8.68645542618971e-05,TBC1D10C,CD8 T-Cell,Cl_1_3,FALSE
IL2RG_CD8 T-Cell,2.55671504310157e-09,-0.187754979598874,0.9,0.945,9.35808840076038e-05,IL2RG,CD8 T-Cell,Cl_1_3,FALSE
FAAH2_CD8 T-Cell,2.59583530360079e-09,-0.298418353228657,0.25,0.374,9.50127637823963e-05,FAAH2,CD8 T-Cell,Cl_1_3,FALSE
BIN2_CD8 T-Cell,2.61713488039147e-09,-0.290052335124358,0.641,0.771,9.57923708920885e-05,BIN2,CD8 T-Cell,Cl_1_3,FALSE
HSD17B10_CD8 T-Cell,2.92116662204122e-09,-0.313703068790141,0.273,0.411,0.000106920540699953,HSD17B10,CD8 T-Cell,Cl_1_3,FALSE
NAA50_CD8 T-Cell,2.92129280112228e-09,-0.360853385157247,0.243,0.364,0.000106925159106678,NAA50,CD8 T-Cell,Cl_1_3,FALSE
TAF9_CD8 T-Cell,3.11236906738249e-09,-0.417978767262444,0.206,0.317,0.000113918932604334,TAF9,CD8 T-Cell,Cl_1_3,FALSE
RANBP9_CD8 T-Cell,3.23434546228957e-09,-0.414042646178404,0.24,0.361,0.000118383512610723,RANBP9,CD8 T-Cell,Cl_1_3,FALSE
EID1_CD8 T-Cell,3.46172108047525e-09,0.332712302593282,0.779,0.801,0.000126705914987555,EID1,CD8 T-Cell,Cl_1_3,FALSE
SNRK_CD8 T-Cell,3.53244772924576e-09,-0.43415433622935,0.205,0.315,0.000129294651785853,SNRK,CD8 T-Cell,Cl_1_3,FALSE
NCL_CD8 T-Cell,3.57834051502611e-09,-0.266152541794572,0.75,0.866,0.000130974419530986,NCL,CD8 T-Cell,Cl_1_3,FALSE
MRPL41_CD8 T-Cell,3.67955257267649e-09,-0.284855359750859,0.462,0.617,0.000134678983265105,MRPL41,CD8 T-Cell,Cl_1_3,FALSE
CYTH1_CD8 T-Cell,3.6947555231291e-09,-0.33172863175088,0.496,0.653,0.000135235441657571,CYTH1,CD8 T-Cell,Cl_1_3,FALSE
PHF5A_CD8 T-Cell,3.9027638263579e-09,-0.420558567568448,0.187,0.296,0.000142848961572352,PHF5A,CD8 T-Cell,Cl_1_3,FALSE
SNRPD1_CD8 T-Cell,3.95964958581366e-09,-0.341916167192759,0.398,0.542,0.000144931094139952,SNRPD1,CD8 T-Cell,Cl_1_3,FALSE
TAP1_CD8 T-Cell,4.00971685145751e-09,0.480511867861551,0.645,0.614,0.000146763656197048,TAP1,CD8 T-Cell,Cl_1_3,FALSE
VHL_CD8 T-Cell,4.01288781430447e-09,-0.348972382640886,0.22,0.337,0.000146879719779172,VHL,CD8 T-Cell,Cl_1_3,FALSE
HMGN3_CD8 T-Cell,4.02051053529672e-09,0.506395331158744,0.529,0.486,0.00014715872661293,HMGN3,CD8 T-Cell,Cl_1_3,FALSE
GCHFR_CD8 T-Cell,4.10743839238311e-09,0.850170407049902,0.274,0.189,0.000150340460038007,GCHFR,CD8 T-Cell,Cl_1_3,TRUE
ATXN7L1_CD8 T-Cell,4.22878226413797e-09,0.737844549437409,0.379,0.309,0.000154781888431978,ATXN7L1,CD8 T-Cell,Cl_1_3,TRUE
POGZ_CD8 T-Cell,4.99467650549102e-09,0.90194134358902,0.255,0.171,0.000182815149453982,POGZ,CD8 T-Cell,Cl_1_3,TRUE
EMP3_CD8 T-Cell,5.0717712425403e-09,-0.188893542652367,0.915,0.956,0.00018563697101946,EMP3,CD8 T-Cell,Cl_1_3,FALSE
EEF1A1_CD8 T-Cell,5.14164990989321e-09,-0.116154593875364,0.999,1,0.000188194670001911,EEF1A1,CD8 T-Cell,Cl_1_3,FALSE
LY75_CD8 T-Cell,5.16827911515962e-09,0.992068281738863,0.264,0.182,0.000189169352173073,LY75,CD8 T-Cell,Cl_1_3,TRUE
ECHS1_CD8 T-Cell,5.19594012041345e-09,-0.423295058294478,0.17,0.273,0.000190181800287373,ECHS1,CD8 T-Cell,Cl_1_3,FALSE
IL7R_CD8 T-Cell,5.1962918357506e-09,0.60624612429031,0.293,0.191,0.000190194673772144,IL7R,CD8 T-Cell,Cl_1_3,TRUE
COX6A1_CD8 T-Cell,5.29297174155718e-09,-0.217468199621768,0.822,0.889,0.000193733351684476,COX6A1,CD8 T-Cell,Cl_1_3,FALSE
PARL_CD8 T-Cell,5.4414261794607e-09,-0.377222573685639,0.185,0.294,0.00019916708102062,PARL,CD8 T-Cell,Cl_1_3,FALSE
KLHDC3_CD8 T-Cell,5.47904530860545e-09,-0.4280963930777,0.179,0.281,0.000200544016385577,KLHDC3,CD8 T-Cell,Cl_1_3,FALSE
OXA1L_CD8 T-Cell,5.78854723028244e-09,-0.30932182176613,0.341,0.485,0.000211872405722798,OXA1L,CD8 T-Cell,Cl_1_3,FALSE
COG3_CD8 T-Cell,5.89569092762707e-09,-0.388799761353417,0.22,0.331,0.000215794079333006,COG3,CD8 T-Cell,Cl_1_3,FALSE
PRPF38A_CD8 T-Cell,6.23242810049637e-09,-0.377377919368505,0.161,0.258,0.000228119333334368,PRPF38A,CD8 T-Cell,Cl_1_3,FALSE
PXN_CD8 T-Cell,6.35355152328717e-09,-0.34898783241219,0.246,0.367,0.000232552692855357,PXN,CD8 T-Cell,Cl_1_3,FALSE
MIDN_CD8 T-Cell,6.41528628774345e-09,-0.47192785822894,0.179,0.276,0.000234812308703986,MIDN,CD8 T-Cell,Cl_1_3,FALSE
MX1_CD8 T-Cell,6.54687261051355e-09,-0.387352401424183,0.404,0.538,0.000239628631290017,MX1,CD8 T-Cell,Cl_1_3,FALSE
MRPL37_CD8 T-Cell,6.64401089972618e-09,-0.356073669486277,0.171,0.273,0.000243184086951777,MRPL37,CD8 T-Cell,Cl_1_3,FALSE
MYH9_CD8 T-Cell,6.74796184540751e-09,0.29862959157464,0.866,0.89,0.000246988899465606,MYH9,CD8 T-Cell,Cl_1_3,FALSE
FBXO33_CD8 T-Cell,6.9565058059324e-09,-0.39780054157359,0.231,0.345,0.000254622025508738,FBXO33,CD8 T-Cell,Cl_1_3,FALSE
LSM5_CD8 T-Cell,7.30682322153227e-09,-0.4261560605703,0.197,0.303,0.000267444343554524,LSM5,CD8 T-Cell,Cl_1_3,FALSE
RPS19BP1_CD8 T-Cell,7.38971037069059e-09,-0.29577191218747,0.297,0.436,0.000270478178988017,RPS19BP1,CD8 T-Cell,Cl_1_3,FALSE
OCIAD2_CD8 T-Cell,7.5274812122029e-09,-0.340367826228081,0.536,0.655,0.000275520867329051,OCIAD2,CD8 T-Cell,Cl_1_3,FALSE
PIM3_CD8 T-Cell,7.70828587449256e-09,-0.308562667407516,0.261,0.382,0.000282138679578177,PIM3,CD8 T-Cell,Cl_1_3,FALSE
RAP1GDS1_CD8 T-Cell,7.80691523206446e-09,0.744637447216147,0.41,0.358,0.000285748711324023,RAP1GDS1,CD8 T-Cell,Cl_1_3,TRUE
H3F3A_CD8 T-Cell,7.92258537411067e-09,-0.146347246242427,0.955,0.98,0.000289982469863199,H3F3A,CD8 T-Cell,Cl_1_3,FALSE
SSR3_CD8 T-Cell,8.3563361523862e-09,-0.372962179022907,0.333,0.465,0.00030585861584964,SSR3,CD8 T-Cell,Cl_1_3,FALSE
RASSF3_CD8 T-Cell,8.37862615371274e-09,-0.456011668333342,0.169,0.267,0.000306674474478194,RASSF3,CD8 T-Cell,Cl_1_3,FALSE
IFI27L2_CD8 T-Cell,8.56444661717332e-09,-0.283032443424558,0.488,0.633,0.000313475875081778,IFI27L2,CD8 T-Cell,Cl_1_3,FALSE
MRPL33_CD8 T-Cell,9.04798945314098e-09,-0.296016443779758,0.3,0.436,0.000331174509963866,MRPL33,CD8 T-Cell,Cl_1_3,FALSE
PSMB9_CD8 T-Cell,9.06106219580329e-09,0.270680357912756,0.853,0.857,0.000331652998490792,PSMB9,CD8 T-Cell,Cl_1_3,FALSE
TPI1_CD8 T-Cell,9.22085178527245e-09,0.395742270955142,0.665,0.654,0.000337501617044542,TPI1,CD8 T-Cell,Cl_1_3,FALSE
OAZ1_CD8 T-Cell,9.22546420836377e-09,-0.174565949402944,0.885,0.945,0.000337670440954531,OAZ1,CD8 T-Cell,Cl_1_3,FALSE
PARP8_CD8 T-Cell,9.31453208974964e-09,0.366555668554135,0.764,0.75,0.000340930503549016,PARP8,CD8 T-Cell,Cl_1_3,FALSE
ATP6AP1_CD8 T-Cell,9.87726145880846e-09,-0.391009431338424,0.242,0.359,0.000361527523915307,ATP6AP1,CD8 T-Cell,Cl_1_3,FALSE
TTC1_CD8 T-Cell,1.01074989793551e-08,-0.403799403997145,0.238,0.349,0.000369954677642356,TTC1,CD8 T-Cell,Cl_1_3,FALSE
GRSF1_CD8 T-Cell,1.04920364543198e-08,-0.369660369089967,0.325,0.456,0.000384029518301015,GRSF1,CD8 T-Cell,Cl_1_3,FALSE
TMEM123_CD8 T-Cell,1.16991415874795e-08,0.537446169195913,0.381,0.291,0.000428211980384924,TMEM123,CD8 T-Cell,Cl_1_3,FALSE
GSPT1_CD8 T-Cell,1.23882337139556e-08,-0.328569461720276,0.414,0.557,0.000453434130398203,GSPT1,CD8 T-Cell,Cl_1_3,FALSE
TMEM167A_CD8 T-Cell,1.27620590254782e-08,-0.44098959696095,0.184,0.286,0.000467116884450555,TMEM167A,CD8 T-Cell,Cl_1_3,FALSE
ATG2A_CD8 T-Cell,1.29379855120451e-08,-0.491740405071301,0.19,0.291,0.000473556145711873,ATG2A,CD8 T-Cell,Cl_1_3,FALSE
HDAC1_CD8 T-Cell,1.32426924476723e-08,-0.298156611091619,0.453,0.597,0.0004847090289697,HDAC1,CD8 T-Cell,Cl_1_3,FALSE
MYADM_CD8 T-Cell,1.39914607004459e-08,-0.324290032740791,0.166,0.264,0.000512115444557722,MYADM,CD8 T-Cell,Cl_1_3,FALSE
ABLIM1_CD8 T-Cell,1.46892094273451e-08,0.827782059597941,0.305,0.226,0.000537654443459687,ABLIM1,CD8 T-Cell,Cl_1_3,TRUE
COPS2_CD8 T-Cell,1.4910693713983e-08,-0.318839426539599,0.273,0.397,0.000545761211319206,COPS2,CD8 T-Cell,Cl_1_3,FALSE
CORO1B_CD8 T-Cell,1.52298880371223e-08,-0.37067770623575,0.239,0.355,0.000557444361934749,CORO1B,CD8 T-Cell,Cl_1_3,FALSE
CDK2AP2_CD8 T-Cell,1.55117157984154e-08,-0.479837931129455,0.358,0.462,0.000567759821653599,CDK2AP2,CD8 T-Cell,Cl_1_3,FALSE
B4GALT1_CD8 T-Cell,1.62267537470661e-08,-0.385541006596899,0.164,0.261,0.000593931640650113,B4GALT1,CD8 T-Cell,Cl_1_3,FALSE
COMMD8_CD8 T-Cell,1.63657898748119e-08,-0.336255120157192,0.166,0.266,0.000599020640997866,COMMD8,CD8 T-Cell,Cl_1_3,FALSE
MRPS15_CD8 T-Cell,1.67773068360775e-08,-0.369484304073327,0.262,0.38,0.000614082984814109,MRPS15,CD8 T-Cell,Cl_1_3,FALSE
CCDC57_CD8 T-Cell,1.68772717154538e-08,-0.330632756777315,0.181,0.286,0.000617741899329038,CCDC57,CD8 T-Cell,Cl_1_3,FALSE
ISG20_CD8 T-Cell,1.72459321988267e-08,0.259504732557189,0.87,0.892,0.000631235610341453,ISG20,CD8 T-Cell,Cl_1_3,FALSE
SCAMP2_CD8 T-Cell,1.757358500212e-08,-0.293434843851688,0.506,0.647,0.000643228358247597,SCAMP2,CD8 T-Cell,Cl_1_3,FALSE
JTB_CD8 T-Cell,1.79535483680837e-08,-0.234537445266387,0.566,0.737,0.0006571357773686,JTB,CD8 T-Cell,Cl_1_3,FALSE
MYL12B_CD8 T-Cell,1.82042776079274e-08,-0.178958812021718,0.88,0.928,0.000666312969005358,MYL12B,CD8 T-Cell,Cl_1_3,FALSE
KLF12_CD8 T-Cell,1.85834031021422e-08,-0.24257062607849,0.459,0.612,0.000680189720344609,KLF12,CD8 T-Cell,Cl_1_3,FALSE
LAGE3_CD8 T-Cell,1.86194512848152e-08,-0.450446644323394,0.165,0.259,0.000681509155926805,LAGE3,CD8 T-Cell,Cl_1_3,FALSE
SMARCB1_CD8 T-Cell,1.89739756444616e-08,-0.338358429145546,0.229,0.344,0.000694485456538585,SMARCB1,CD8 T-Cell,Cl_1_3,FALSE
ciltacel_CD8 T-Cell,1.90637409151522e-08,0.753263707178868,0.344,0.267,0.000697771044976401,ciltacel,CD8 T-Cell,Cl_1_3,TRUE
MRPS11_CD8 T-Cell,1.955159490735e-08,-0.337747948283059,0.175,0.276,0.000715627476798823,MRPS11,CD8 T-Cell,Cl_1_3,FALSE
ZFAS1_CD8 T-Cell,1.98417171775792e-08,-0.287353813546048,0.566,0.712,0.000726246532133753,ZFAS1,CD8 T-Cell,Cl_1_3,FALSE
SNRPC_CD8 T-Cell,2.06873668247202e-08,-0.302646414337293,0.364,0.498,0.000757199000518409,SNRPC,CD8 T-Cell,Cl_1_3,FALSE
PSMB10_CD8 T-Cell,2.07957995011714e-08,-0.266026615054512,0.679,0.777,0.000761167853341876,PSMB10,CD8 T-Cell,Cl_1_3,FALSE
PRDX2_CD8 T-Cell,2.13695121398846e-08,-0.34825293365812,0.271,0.396,0.000782166883344056,PRDX2,CD8 T-Cell,Cl_1_3,FALSE
